A,B,C,D,E,F,G,H,class
52.46875,47.1516730715,2.3536597371,6.1332806049,137.245107323,64.2340461223,-0.3170230082,-0.9042744223,1
53.703125,42.3846521778,3.2066803624,12.8462407049,97.4449760766,38.0265132822,1.3006493299,1.9726556207,1
21.953125,39.2656933943,4.461526672,20.4588564848,54.6272362176,47.1454636799,1.2232743104,1.1381176524,1
51.109375,54.1142071189,2.6092798975,6.001325497,82.6289726534,51.6100474948,0.8976144628,0.4439083009,1
86.703125,51.8804755205,1.5341334954,2.721996299,112.240031898,59.9129136099,0.4850283715,-0.9156334507,1
46.828125,45.4345527543,3.3556218459,11.8440365367,58.2171499478,37.9061125118,1.5231547143,2.6607673322,1
76.125,53.9871223071,1.5068129232,2.5313225898,99.9608585859,61.0122295513,0.5379009935,-0.7239873956,1
77.703125,53.9081045877,1.1844787577,1.4278919358,120.809155384,52.0961920271,-0.03435574,-0.7691782463,1
30.28125,37.247260281,4.2124947124,20.3106844034,76.6146076146,46.0264006988,1.085150953,1.2897946228,1
85.125,45.3780990677,1.5941457373,3.9805931248,90.2369597615,41.2727106802,0.9808444601,1.944379725,1
55.21875,39.5669799004,2.6684600042,9.9441828008,90.7438016529,45.1918609431,0.9903660809,0.8604667397,1
57.75,35.9735145628,2.8558401032,12.850060225,74.082594235,39.4738775233,0.9612794767,1.6603430375,1
54.15625,42.3103189061,3.0914707674,11.9532403999,84.070230199,36.8986179725,-0.1133810074,-0.0472961404,1
63.796875,39.5739733314,2.488179415,9.6044139304,63.482345191,31.5494908583,1.5764661144,4.0727606673,1
86.578125,40.5384866082,2.0231459875,6.851534363,118.468102073,42.7255551802,-0.048218187,0.1012899588,1
47.921875,42.6337251655,2.7607551002,10.1578361838,75.3547979798,44.6341370377,0.9017701934,0.8576125364,1
37.75,39.2253107062,4.1356476266,17.9934550356,84.0422308188,43.1635124066,1.0218867665,1.4130086657,1
18.734375,37.2098114529,5.2745005808,28.0581027954,59.4866962306,39.2939347935,1.6022920609,3.8568454987,1
69.15625,44.272670305,2.1447374747,6.3471806615,70.7116477273,44.4641038479,0.8515175826,0.7578609355,1
29.96875,46.653968464,3.288373652,10.4205199711,91.3969102793,52.6427373148,0.6066411946,-0.0836683987,1
98,51.9522015895,1.2256190844,2.5231976441,82.3504784689,52.7692946391,1.1841183559,0.8767890742,1
27,49.5832633053,3.3369484837,10.3710282886,90.7022328549,52.8399935962,0.6891029414,0.192886869,1
40.984375,50.738450714,3.1646764958,9.6442171527,95.5694444444,49.6611351305,0.6396146371,0.1997343214,1
26.125,43.2082529732,4.1205977451,16.6585302291,57.4908725812,50.1736998237,1.1458141719,0.7444774104,1
34.796875,39.9469099585,4.1957918665,19.3676265155,49.5114942529,40.283739256,1.3467736632,2.5174219658,1
68.421875,50.369200872,1.9230074441,4.091233507,118.365578866,64.6286174507,0.1256898292,-1.0798793459,1
91.703125,57.9174195751,1.3595314914,0.9608729915,113.75203252,56.0763213082,0.3328385777,-0.5315824952,1
59.671875,38.1006293778,2.7210076157,10.3471941624,77.2358625626,42.2896731116,0.9821575664,1.1820445679,1
52.265625,42.3450270795,2.8444919535,10.7534748337,91.3573396301,42.2693269387,0.8516020677,1.1591912259,1
30.1875,48.8012150848,3.3285926415,10.5400201126,94.1836627141,57.8164921858,0.2775617318,-0.7242023794,1
33.546875,39.2487777228,4.8211789098,23.2816988463,60.1054158607,41.4847758929,1.3319267703,2.5265339571,1
59.140625,41.7555636965,2.7511480594,10.436987717,88.5696150696,42.1347953221,1.0103512003,1.4364012082,1
50.375,41.2107768066,3.1880869311,12.6238397408,79.7101869761,47.2518952509,1.1575788241,1.1642676883,1
81.5625,53.7790255932,1.3497232525,2.0939264134,93.1985206395,52.8790298634,0.6951521524,-0.3177742229,1
34.03125,40.8541494029,4.474163386,20.7124442662,65.6835799859,38.1577613075,1.7819815706,4.0564056163,1
61.890625,46.1499313337,2.197988556,6.4568249015,68.3722943723,45.3994925319,1.3636295334,1.484862398,1
12.4375,42.4591255651,5.3120085525,26.53769381,52.3202214452,38.5550535624,1.5983210357,3.174529661,1
82.3125,44.5820434003,1.9326923883,5.1836399909,92.6434108527,53.9761161775,0.5392615217,-0.2617603707,1
27.21875,40.3052682467,4.084192912,17.383553355,42.8011363636,39.0629680413,1.6799842052,3.5367997637,1
24.390625,42.241351625,4.9664294064,24.0640632419,65.059127864,37.4267924965,1.2536466131,2.8128705156,1
42.59375,37.7908383201,3.9220609958,18.0616299532,46.2177735908,36.8552799165,1.8545801533,3.8795425369,1
57.046875,39.2143268173,3.1193258847,12.568744914,89.3784907903,46.7313525544,0.6954238446,0.1540082795,1
38.125,43.2815997278,4.0690426923,16.5537164153,80.9673400673,49.7414047936,1.0488961225,0.9886019737,1
66.859375,47.8516154336,2.1413093701,5.8125959213,65.3876589732,48.0943864321,1.1841918221,0.5830685625,1
33.109375,36.6853671388,4.5973664824,23.061824173,60.8947510823,35.1367691771,1.753350162,4.4072399356,1
23.859375,38.1873945119,4.8326400036,24.050835931,69.7087198516,41.7687023279,1.3358681188,2.2502936629,1
21.640625,41.5776258895,4.8318592579,22.8409689219,61.6998106061,41.5849255779,1.2237904902,2.0579258565,1
38.125,37.0685597913,4.0973374547,19.2388663057,96.2076802508,39.76227653,0.3285943916,1.3645512284,1
68.40625,47.7456538434,1.5152352663,3.401882266,89.8965617716,48.8564338687,0.6031588293,-0.2363730202,1
22.453125,35.7722525533,5.2245981265,28.4429750585,61.5105218855,41.3563379742,1.3654015131,2.5288441048,1
53.234375,39.2192324423,3.7519295333,15.866954778,70.8373356204,47.7528431825,1.0959744079,1.1537878294,1
37.21875,41.8902840577,4.1171095138,17.5203643956,75.3625344353,44.9216241396,1.2189140774,2.1256274825,1
47.75,36.4734492474,3.6957057861,16.5218972888,84.9757575758,45.6448844112,0.8139741714,0.463900877,1
94.546875,48.0383732316,1.3756810778,2.3118681292,115.194444444,72.8370146964,0.0375075209,-1.3304233972,1
33.09375,49.7822504608,3.3478484693,10.6367217621,91.9324675325,55.7539099048,0.4276245675,-0.3490113188,1
84.8125,50.8198026733,1.0960681131,1.5821367561,63.2133751306,36.9422991694,1.4550886723,3.4282723847,1
55.765625,44.8235227683,2.9181186734,9.7891029949,54.5725565514,50.4251045784,1.2117400825,0.8236790151,1
49.015625,42.7695467694,3.2423572588,11.5198045468,81.7387205387,49.2853344409,1.0554184846,0.9939393474,1
44.125,34.9694062718,4.2422888407,20.6065077212,59.7759562842,43.2454262707,1.4471838647,2.4760055575,1
79.015625,82.8749985271,1.022361279,-0.737264024,138.94138756,64.3792788144,-0.1847442573,-0.9965624177,1
64.78125,44.7103416274,2.3534947714,7.009769665,104.365530303,40.2445696189,0.3953807025,1.066861899,1
62.078125,34.1802687451,3.0937825098,14.759368025,62.8640059128,41.8915554986,1.6022274264,3.4414936339,1
70.15625,37.3773907053,2.6567786008,10.6452034705,82.6850079745,46.4535454029,0.6388069541,0.2476383249,1
21.125,40.2501940989,4.8512523132,23.1062781946,60.8702115495,43.2646828639,1.5035528475,2.7730230178,1
67.421875,51.6441564602,1.8348135229,3.2604019364,119.605202973,59.5817895588,0.3818913071,-0.8634280106,1
62.046875,45.9868968048,2.6922615202,8.0649357511,90.696969697,55.458784405,0.3750034931,-0.348623696,1
32.78125,32.8711826443,5.0430189695,30.309235337,79.3669815033,42.7733439087,0.6851917964,1.0385600678,1
37.625,41.9134152152,3.6067902986,13.8029821528,49.3886966551,40.9095910769,1.7836742681,2.9622516643,1
112.28125,48.1519303708,0.7120832628,1.5655550235,88.0551948052,47.4693417244,0.6961389205,-0.4525195074,1
12.3125,39.2893413504,5.1168061933,25.8896481378,61.1113841114,45.5471949865,1.5254099768,2.5597903874,1
26.71875,36.4033260628,4.7990159761,24.3989880396,62.7061128527,44.4258283654,1.4369764043,2.3080261147,1
71.65625,45.4921760959,1.6280775823,4.456401103,58.8721149317,37.8325394624,1.9548475502,4.7231497691,1
22.1875,40.1562864786,4.9180404721,24.0597736372,49.1912764004,38.8383059648,1.2136335792,1.3609635654,1
73.265625,59.6765349058,1.6338341595,1.8908058975,99.8756530825,66.5056153121,0.5514485185,-0.9623077582,1
63.453125,42.1644584067,1.9033077139,6.0721096831,113.377730796,47.9877358091,0.2314434736,-0.0933917097,1
24.28125,39.3325043499,4.9278188435,24.1775236835,62.2434813249,43.3770721191,1.3450846142,2.1131376461,1
24.4375,45.1057351536,3.7410879988,13.5261257153,97.4435531788,56.028329709,0.360991014,-0.5755935321,1
107.65625,59.2231528706,0.7210633888,0.477434092,78.6104312354,45.0930375525,1.442610959,2.1752679705,1
54.828125,58.2951956338,1.98006953,3.3658574166,131.77572601,62.2235658281,-0.3644962849,-0.8480743825,1
54.421875,51.1599222682,2.6315445138,7.0991341621,90.1850941851,48.5394557268,1.0003149205,0.8706659662,1
72.03125,54.1358155331,1.5198626406,2.1055125274,126.049158249,66.4763567065,0.0085938478,-1.1487744452,1
69.3125,53.0541807377,1.9148880823,3.4801022792,84.8791035354,50.5984785145,1.012420666,0.641889562,1
53.109375,42.6395199564,2.7925074772,9.2074269148,102.298989899,44.0291321411,0.560402112,0.3253216927,1
126.953125,51.7872540084,0.4955819235,0.2389773801,108.599946837,73.9654392907,0.2251740886,-1.5302399794,1
42.859375,39.2296393,3.160607788,13.2388012551,78.289067142,39.8139230211,0.946335449,1.8992482543,1
25.046875,43.0582562087,3.9711206914,15.7274523094,69.6889328063,51.0156277825,0.8395652215,0.3579806006,1
56.734375,43.7086383723,2.1005512652,6.2647744328,76.0821000705,58.5744735075,0.8730858312,-0.261836378,1
45.375,37.0457909215,4.1039283975,19.092603478,66.7133631396,35.1050415134,1.2281563718,3.275068225,1
64.125,41.8951444084,1.9955999571,6.2729199917,90.7290764791,45.0465989944,0.6721580651,0.2551418244,1
55.859375,39.7495547096,3.7724349425,16.3557130582,58.9821548822,37.6683384549,1.7351895923,4.0560827581,1
28.171875,43.0147339174,3.8774520787,15.2628638948,71.9789944904,46.6357349722,1.3247555583,1.5450989031,1
23.265625,34.4987509681,5.2698965721,30.468150963,59.6015896672,42.287823864,1.6317489372,3.0597621528,1
30.703125,37.6616016685,4.3810279505,20.6695610943,83.0371212121,46.0181797167,0.9928270609,1.1172042512,1
42.125,48.8331022463,3.1828484898,9.9392555541,88.8042160738,58.7991232862,0.53454597,-0.3894545538,1
50.84375,41.3665847749,2.7121526454,9.5789349045,81.1175548589,42.3277723054,0.936978951,1.3851989963,1
99.03125,47.7738712419,0.970961455,1.3780587988,114.54743083,52.1696083958,0.0307178483,-0.9707639978,1
18.21875,42.3081954051,4.9537562155,23.7606053526,54.7342171717,43.018319634,1.5391326536,3.0487407825,1
68.71875,41.1792836076,2.5371619813,9.1657715996,82.4643706691,34.1171956067,0.415675485,0.5739776904,1
58.078125,40.4649943962,3.3235556167,13.9060108215,87.3585115865,45.0841759624,0.4677026001,0.3587225957,1
48.34375,40.190257973,2.973679941,11.1998093711,61.2493506494,43.8184716663,1.179036591,1.5084673084,1
94.5625,54.357863679,0.9151178831,1.019494511,111.382882883,65.7872473836,0.3395948637,-1.1945466213,1
63.78125,41.8570740549,2.8227190642,10.7953135362,88.7379110251,30.5909237669,0.7813885511,3.5768075534,1
62.390625,47.8103732166,2.036031669,5.4670076607,96.5367739899,50.3658105506,0.0348258689,-0.842037216,1
77.546875,55.9762588312,1.3546626723,1.1948763101,109.551638837,57.4955884848,0.5029147958,-0.4595039985,1
26.546875,39.931163303,4.7581425542,22.6283208495,82.7019331243,42.3324680848,0.6144964332,0.7203880815,1
32.5,39.300922381,4.8399696442,23.2633977011,57.5606060606,45.1252943586,1.5900606145,2.7996841758,1
50.015625,43.7298139815,2.9185218001,10.0293959434,81.9024621212,51.8964765108,0.5654852494,-0.4176522687,1
49.671875,57.8019394915,2.117970489,3.9678023493,84.9335169881,68.4163789308,0.5942869366,-1.0262409371,1
83.59375,87.8497863454,0.6932539157,-1.1459204663,107.944077135,72.632498186,0.0799031255,-1.2103024374,1
75.484375,40.6697800075,1.9944502198,7.1337706437,60.2440622441,35.3823999411,1.7189405733,5.5894961162,1
35.546875,39.0920107277,4.0031765331,17.0266128322,69.4197379197,49.0024267255,1.4146929409,1.8266434881,1
43.34375,35.3275825091,3.6140217182,18.2740191353,56.6453864488,43.7586750774,1.6301468491,2.5860900132,1
46.703125,37.3294788369,4.2636509219,19.8472076188,79.5262080262,38.3651729538,0.8664675063,2.2834604593,1
42.8125,47.4821923857,2.6926100357,7.4741587909,131.861244019,69.6909379997,-0.1226282168,-1.1109872801,1
58.296875,36.6856067175,2.6396837821,11.5462216951,102.547348485,43.9547672914,0.3118512222,0.1283214782,1
62.09375,41.7977716025,2.332700003,7.2384792069,67.0995085995,46.5220211496,1.139900995,1.1617035624,1
15.1875,38.325446426,5.0383554996,25.7297274907,64.6451259584,41.1177707399,1.3306289233,2.4911402388,1
76.75,50.6800626479,1.7546239835,3.1848025581,124.792475315,55.0580497004,-0.072654561,-0.7752111762,1
49.671875,40.890881734,3.1770440437,11.6964225445,105.168495298,48.625926752,0.1850592488,-0.2188025103,1
51.640625,45.5759555534,3.1056248689,9.9620491552,78.1973905724,53.0024633497,0.8549736522,0.5824158034,1
68.796875,46.0553945291,1.8209626046,4.6275807144,80.685250947,53.757372735,0.6797847592,-0.3017998605,1
37.640625,39.3586740708,4.5074750706,20.6218899579,68.5596969697,43.8498237435,1.3261025378,2.1525029532,1
35.140625,41.6652835057,4.2021094178,18.8794738102,69.3534525584,39.385134025,1.4716492402,3.0726975623,1
27.296875,36.9254653354,4.5672438128,22.5214073327,73.4111384111,51.1391015328,1.2505122744,1.252514028,1
27.9375,41.2469222337,4.0739729679,17.0323697137,108.522432113,48.2135400409,-0.2566980965,-0.2981633484,1
17.0625,32.7427830789,6.2640633651,41.203381874,62.4522144522,40.2292026044,1.2712708477,2.4655227354,1
22.25,44.4378076642,4.0049604305,15.2735643804,76.8606902357,48.8032920682,1.1038626559,1.1765367042,1
29.609375,37.5085895111,4.8434597086,24.2208687295,67.1208026208,39.2170056381,1.5577588261,3.4784209879,1
51.65625,40.9092817822,3.2826601901,12.0163568997,81.0734478936,39.8422756613,0.4927062636,1.1062925032,1
76.28125,65.7878856511,1.4822226642,1.2038846301,104.685606061,72.4450069364,0.3110322303,-1.233574107,1
64.9375,44.1247786822,1.666404461,4.4542133259,72.5220711047,35.8362374182,1.0610448769,1.4221903027,1
21.359375,45.2297493317,4.0625320303,16.0785146447,46.0255128606,39.7439316765,1.9369527339,3.8494312639,1
57.515625,38.4081665256,3.5079624663,14.8389154439,89.0686653772,47.0414250625,0.5047552094,0.2908978331,1
52.703125,39.704643812,3.3479772307,14.1553505914,68.1427128427,45.0885866173,0.8818930418,0.6809093342,1
77.21875,58.4835630621,1.2297839611,0.9230729434,140.307713499,51.196093827,0.2406562409,-0.6166987801,1
37.5625,41.4969407758,3.7983543615,14.6983793149,79.7292663477,51.5479491091,0.9848346052,0.6343435886,1
17.578125,51.0504666627,3.4266540733,10.9378813526,99.7853251617,52.8820072393,0.4832722141,-0.1155318302,1
56.796875,40.8989531068,2.8979959025,9.782032435,58.8869029276,42.7601106785,1.1819432631,1.298708018,1
81.53125,52.3560433325,1.6228175308,2.8599073337,112.466121893,56.9087696436,0.2369873876,-0.6182792031,1
55.921875,39.6887518257,3.7564857,15.9090016828,91.9118819777,46.4892826304,0.7639393406,0.7730146036,1
78.328125,53.6309887936,1.4671571311,2.4877309584,133.797785548,65.9199741091,-0.3062790302,-1.2908714411,1
34.96875,42.5543655039,3.4259624743,12.6009392796,57.1950104493,54.5206920175,1.2601714981,0.6430222095,1
122.453125,62.8820646348,0.2887842601,-0.7404488612,138.013685239,68.1786459949,-0.4874814894,-0.8950533506,1
67.109375,38.4939594236,1.8980621004,7.2415735817,87.8163138232,37.8366484113,0.2210812648,-0.122167884,1
28.0625,34.8550009862,4.9538969141,27.3786866281,82.7262349523,43.1296853692,0.7508850107,0.4408861464,1
37.5,39.2635326989,3.5551253231,14.6564704698,86.1268498943,49.7888789232,0.9014144396,0.5639891713,1
70.984375,34.7092801835,2.8172161816,12.414101268,55.5085995086,33.8674387399,1.9158286351,5.2882507158,1
36.28125,42.948904508,2.8798423454,10.3721628149,142.705978706,58.9546907906,-0.433115443,-0.7866584878,1
57.6875,41.1904399558,2.4125569794,8.7630245142,67.970959596,46.0157389458,1.3867160217,2.0586048258,1
67.46875,46.43441906,1.9401636929,4.7645158859,66.6904198232,45.9442481275,1.4691359392,1.6141919653,1
19.671875,42.5448493826,4.2523154827,17.7215523997,60.7135416667,53.2003195689,0.9031326063,0.0144698784,1
30.171875,37.871722089,4.2654738033,20.4870325477,79.0574980575,39.4084536617,1.1149699457,2.2865730313,1
51.5625,38.7777622324,3.1050610316,12.8326074748,86.9107744108,53.1519211217,0.5149665827,-0.3080159155,1
74.625,44.9949649961,1.825667403,5.6576511152,59.9508001362,32.9196222485,1.5220097398,4.0024576924,1
67.21875,37.1666301733,3.0812768288,12.6055992899,67.7305082071,32.6267761977,0.4322943811,0.6853634315,1
20.96875,36.6486565025,4.9285867354,25.730441882,66.922979798,45.817476161,1.4625733945,2.2906536555,1
51.625,38.0236357415,3.2530066164,13.7950467123,63.8106060606,47.3289062552,1.3715042199,1.6940314969,1
44.390625,48.1873353394,2.7537437714,7.1435310203,81.5822679924,57.6107000347,0.5089153011,-0.4370809175,1
12.59375,37.0167693206,5.2057032337,28.2347068795,67.0818181818,47.5426128835,1.2826224466,1.8032954846,1
68.25,42.7214817159,2.1519136871,6.8853647177,94.4596615506,44.0967511429,0.4937042936,0.4807081246,1
49.75,41.1042880975,3.134325118,12.4271833417,82.1891996892,50.4296569011,0.7927088106,0.3234988173,1
19.109375,42.2603970889,5.1624648126,25.3893148717,56.1317829457,41.6638732531,1.5517159345,2.9359593698,1
46.96875,37.3028018175,3.7609372819,17.1761721662,48.9169960474,32.2903814807,2.1723954995,6.80449002,1
56.0625,43.5756794984,2.3017738423,7.9782717796,65.7373910336,29.4393314989,1.0929596189,1.7178170936,1
20.859375,39.2336220557,4.7964912944,23.1122041641,69.4894660895,43.0922426352,1.1219203592,1.6968506741,1
55.453125,38.7910789066,2.4649459378,10.0213481039,87.9659639877,38.2830675892,0.8584277166,1.4318804823,1
56.421875,42.6460009436,2.8591104041,10.9695597005,64.1396103896,41.4940970557,1.4057918606,2.6657948275,1
116.796875,70.7427513264,0.4910692836,-1.0240826427,158.669146006,70.1031464465,-0.5476902315,-0.8912616668,1
78.984375,51.6570699988,1.5427062491,2.9012142063,85.3089072544,51.60312883,0.5616047843,-0.8278150592,1
44.234375,42.7871703126,3.0108554924,11.0377936373,83.6559714795,51.8738675326,0.6896856247,0.1951850556,1
66.8125,42.4304117792,2.2417407877,6.8931193695,93.3173503326,45.5116584944,0.7399410493,-0.0007337083,1
79.46875,53.970468994,0.9310335691,0.5673072151,122.276589424,57.3364772778,0.2378073438,-0.8461431294,1
41.1875,39.4607696802,3.897047013,16.0761665451,72.282907197,47.2359710562,1.1298896264,1.205054635,1
137.609375,51.8572611802,0.1411811312,0.0125818328,123.818181818,50.0777007755,0.0616309443,-0.4342450856,0
119.390625,40.2494631903,0.0453665386,1.7351397028,118.693312435,41.9130623232,0.0029385161,-0.3557190196,0
77.859375,41.2753207087,0.9138369107,3.9025881969,83.898989899,34.27712436,0.6241379474,0.6614174854,0
120.703125,62.779793646,0.0056721476,-0.4286358424,149.563683712,49.3982369302,-0.3748348703,-0.6292229757,0
102.453125,44.4110521462,0.3684293634,1.4416906011,98.1943573668,36.9684528948,0.4225076256,0.1177586762,0
95.6875,50.8889339027,0.9269711994,1.2908653223,100.914481352,53.2422756698,0.6803163067,-0.6344657024,0
85.78125,42.7139719347,0.9868572088,2.3501082284,116.718855219,32.4240902881,-0.1015612723,0.6847702697,0
75.4375,45.2326883321,1.1044257349,2.4521331116,108.5,42.1210307973,0.0892323208,-0.7481247137,0
96.515625,57.2849217147,0.7241866206,0.5343555112,109.993801653,38.563111881,0.169267336,0.1305050483,0
78.703125,45.7283690966,0.9798660206,2.0548229806,90.305785124,30.4672365168,0.3194659385,0.749293296,0
167.4375,49.7320554949,-0.6113418485,0.722484929,133.478512397,47.0244524164,0.0222830798,-0.8520810628,0
134.1875,53.9075815053,0.1106726459,-0.1203229983,114.859760395,75.4112494045,0.2905337691,-1.5243900266,0
153.625,61.8494896907,-0.6828238985,-0.2234123834,93.9869565217,58.2964943439,0.9784107619,-0.0310280514,0
89.625,49.8696739011,0.4010677899,0.278430402,116.150505051,34.2558099191,0.4921070646,0.4570082769,0
130.515625,50.6603247706,-0.0605415764,-0.0341054913,163.58871851,53.9805050182,-0.7955283629,-0.1889267153,0
99.46875,46.0078012237,0.7285160174,1.2833253163,96.6966473243,41.6621359695,0.7022244487,0.1997290221,0
90,39.6169155791,0.9114106654,3.3154673435,98.7964551172,39.0833398593,0.2961641785,0.0214247242,0
101.75,40.5605257609,0.383117992,2.4218615912,100.511363636,36.6054395439,0.0975201425,0.1356771153,0
117.109375,51.9062006133,-0.1083514718,-0.0052049816,132.842592593,49.3674471256,0.0562864128,-0.77322634,0
164.734375,61.9418180098,-0.6454083314,-0.2037096908,134.502287021,53.4715328572,-0.2942901992,-0.6182854352,0
94.109375,39.116459606,0.698616785,3.1338374731,80.7702020202,28.7395606161,0.6294295275,1.3225899834,0
120.609375,62.5816010271,-0.1577987142,-0.7532736391,120.996843434,60.3039770241,0.1331188,-1.1093536717,0
119.25,42.6288487998,0.1073815629,1.251026988,119.803636364,44.2822721091,-0.0152890694,-0.3455419639,0
85.140625,44.6758698808,0.9768127168,1.9357401335,98.3974630021,32.7616999835,0.6005328219,0.894352039,0
121.953125,53.8035865694,0.4065535662,0.0359057435,99.2613636364,37.8718688757,0.7628628725,1.2959023092,0
113.828125,53.6556016086,0.3150800118,0.1038355495,107.555062823,40.1961758836,0.6118047912,0.4076680683,0
74.203125,38.968408554,1.5750351334,5.4871509605,95.5966507177,34.4076067442,0.3974563108,-0.0630883133,0
125.5625,57.9136952175,-0.1922835934,-0.6970026932,165.909830007,48.2895346517,-0.8746592035,0.0204978258,0
132.125,58.631929228,-0.1391397431,-0.533609034,84.6083702882,40.4239644683,0.9901959085,1.0655523099,0
113.765625,51.0026782959,0.0045699105,0.1060457195,114.604500891,38.3557120673,0.2764948315,0.2577263423,0
97.734375,47.3224451858,0.6919938045,1.423443805,117.30210643,41.0056353634,0.3857407772,-0.2590047967,0
83.109375,36.9501848725,1.1756733931,5.6365154262,96.1162981163,32.9356641579,0.4260903279,0.4969083895,0
84.640625,39.7615420301,0.9377338714,3.6558181198,121.827372081,41.2924247012,0.0054326719,-0.3246076273,0
66.484375,43.7285633866,1.2940400154,3.7492602601,87.4633173844,38.0740256541,0.5600144589,0.6973575609,0
138.78125,52.3027451329,-0.0016316569,-0.2694247784,143.562532101,70.4917339777,-0.2431837672,-1.3200399698,0
88.203125,42.0892577178,1.267991314,3.312359222,84.2141687142,38.0303608925,0.7492739785,0.3823783203,0
130.328125,59.164509708,0.0297170527,-0.7708079911,123.038140021,41.9339632103,-0.2010997464,-0.0552999019,0
101.21875,45.2746717099,0.4303852759,0.8200228067,105.131503716,39.6750793757,0.2989862482,0.0506195559,0
86.375,39.4237793089,1.2493278913,3.6064859428,109.124708625,47.7200241115,0.4909631467,-0.4845170858,0
90.3125,44.9269806881,0.5276050064,1.3085197054,117.323021886,41.7312206031,0.066221807,-0.4536783891,0
74.65625,41.4869025831,1.102970329,3.7499805218,92.4938016529,36.6125754056,0.3196101181,0.207346947,0
126.359375,58.0434554847,-0.1336971344,-0.5514036332,117.825293754,61.2710713467,0.042799758,-1.1843303615,0
125.359375,57.4136218559,-0.2775801744,-0.4952041118,153.098106061,37.9698823558,-0.3868850615,0.4487148636,0
116.71875,45.0626191919,0.2745098337,1.0845886291,115.312184343,37.9038533531,0.1659250955,-0.0200853063,0
90.234375,39.8229449358,0.6909377625,3.1616021265,89.3067257945,32.9545837314,0.4291968332,0.1897014033,0
78.140625,39.6803112338,1.3345517742,4.6456368328,97.2153972154,36.8734232915,0.7167191314,0.886366463,0
122.8125,47.719844863,0.4266910589,0.5476494035,117.198717949,47.1105104673,0.0228035723,-0.7956026721,0
122.859375,62.698152681,0.2190430376,-0.7671239457,148.576767677,58.9604472711,-0.4220722912,-0.9555110224,0
129.890625,72.3839841547,-0.0826474972,-1.3254966243,138.661343161,63.3536313785,-0.4681428637,-0.9310546826,0
145.546875,58.1124797503,-0.1221870935,-0.5711627628,114.248233632,48.9449618042,0.2723988259,-0.9065688706,0
114.5,54.7054613361,0.1687245574,0.0631084859,153.128787879,43.9704201957,-0.5200818665,-0.2955378141,0
